id,scheme_name,major_component_name,sub_component_name,activity_master_name,1 Full time Accountant
4047,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Skill exhibition cum competition
4048,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Education Conference
4049,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Prerna
4050,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Samajik Chetna Kendra
4057,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type III (Recurring) (Previous Year) (Classes VI -XII),Assistant Warden
4058,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Academic Resource Person for career Counselling in each BRC/ULB
4059,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Activities to support Science and Maths learning
4060,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Recreational Activities
4061,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Young innovative leader program
4062,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Astronomy lab
4063,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Atal Tinkering Labs & Robotics
4064,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Activities to support Science and Maths learning
4065,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),BIS standardised clubs
4066,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Books ef exemplar problems
4067,Elementary Education,Quality Interventions,NIPUN Bharat Mission,Nipun Bharat Mission (FLN),Oral reading fluency
4069,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Counsellor at BRC level
4070,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Establishment of Institutions - NR,Opening of Model Balvatika at DIET
4072,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Solar Lights
4073,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Tablets for Monitoring UP (Recurring)
4074,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Techer Resource Package Primary (Recurring)
4075,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (Previous Year) (Classes VI -VIII),Toilet Block
4076,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Toilet Blocks
4077,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya - NR (Previous Year) (Capacity 100)  (Elementary),P.T.A / school functions
4079,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Major and Minor Repair of existing TEIs,Repairing of DIET
4080,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,School Learning Acceleration Programme for girls and SC students - SLAP
4081,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Interaction of girl students with Role Models with Higher education institutions
4082,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,School health program
4083,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Adolescent program for girl students
4084,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),School Learning Acceleration Programme for girls and SC students - SLAP
4085,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Interaction of girl students with Role Models with Higher education institutions
4086,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Equipment Resource Room (NR),Equipment for resource room highest class VIII(NR)
4088,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Fire Safety in KGBV hostels
4089,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Building as Learning Aid (BALA)
4090,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Commercial washing machine
4091,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Utensils and other items for upgraded KGBvs
4092,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Personality Devetopment Programme for Nurturing Tatent
4093,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type III (Recurring) (Previous Year) (Classes VI -XII),Assistant Hostel Warden
4094,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (NR) (Previous Year) (Classes IX -XII),CCTVs in KGBVs
4095,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (NR) (Previous Year) (Classes IX -XII),Fire Safety in KGBV hostels
4096,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (NR) (Previous Year) (Classes IX -XII),Commercial washing machine
4098,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostel) - NR (Existing) (Capacity 100)  (Elementary),1 Head Teacher
4099,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Assessment Camps Children (CWSN) ID
4100,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Inter state Exposure visit
4101,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Sports /Competition for CWSN
4102,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Orgnization of zone level camp for UDID card
4103,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),"Scribe Facility (BL, LV, CP, ASD, MD, LCP"
4104,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - XII) (District Level)  (Recurring),Scribe Facility SL
4105,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Intensive Capacity building programme on therapeutic Services
4106,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Two day Training/Capacity Building Program of Aayas/Attendant/Helper
4107,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Parental Counseling/Training
4108,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Special Training and Empowerment Program for Parents
4109,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Non Recurring),Development of Play Rooms/Activity rooms (NR)
4110,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Assessment Camps Children (CWSN) SLD
4113,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Teacher Training (IX to XII) under NISHTHA
4114,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Job Fair in VE
4117,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - NR (Secondary),Upgradation of UP to Secondary
4118,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),School health programme
4119,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Establishment of Institutions - NR,Opening of Model Balvatika at DIET
4121,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostels) - NR (Existing) (Capacity  50) (Elementary),DG Sets
4122,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostels) - NR (Existing) (Capacity  50) (Elementary),Preparatory camps
4127,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostel) - NR (Existing) (Capacity 100)  (Elementary),Part Time Teacher
4129,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostel) - NR (Existing) (Capacity 100)  (Elementary),Boundary Wall
4130,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostel) - NR (Existing) (Capacity >100)  (Elementary),TLM and Equipment Including Library Nooks
4132,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostel) - NR (Existing) (Capacity >100)  (Elementary),Bedding
4135,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),Model Balvatika at block level
4138,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostel) -(Rec) (Existing) (Capacity 100) (Elementary),Folk Music Instrument and School Band
4141,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyaya- (Hostels) (Rec) (Existing )(Capacity>100) (Elementary),TLM and equipment including library books (New)
4142,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Bagless Day
4144,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),Model Balvatika
4145,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Bagless Day
4146,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Hackathon and IT Club
4147,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Research Study Survey
4148,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Sports against substance abuse
4150,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Technology Fair
4151,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (NR) (Previous Year) (Classes IX -XII),Major Repair
4152,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (NR) (Previous Year) (Classes IX -XII),Minor Repair
4153,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring) (Previous Year) (Classes IX - XII),Financial Literacy alongwith Alumni Meet
4154,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring) (Previous Year) (Classes IX - XII),Excursion Trip within State
4155,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Spoken English for Classes VI to VIII
4156,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Kalika Balavardane for Classes VI to VIII
4157,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Experiential and project based Learning for Classes VI to VIII
4158,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Chinnara Tangudama
4159,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Strengthening of SDMCs - Exposure Visit
4160,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Strengthening of SDMCs - Best SDMC Awards
4161,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Spoken English for Classes IX and X
4162,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),District Specific Sports
4163,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Strengthening STEM education in Adarsha Vidyalayas
4165,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Hub Schools for Resource Centre
4166,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Teaching Learning Centers
4167,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Rangostav
4169,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Beti Bachao Beti Padhao
4172,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Computer room in KGBV
4173,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Open Gym and Musical Instruments
4174,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Smart Kitchen
4175,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Learning with wall painting
4176,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Musical instrument
4177,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Silai machine
4178,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Smart TV
4179,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Hard Disk
4180,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Student Diary
4181,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teacher Diary
4182,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Quality Monitoring Tools
4183,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teacher Appraisal Format
4184,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Prize Distribution -cum- Annual Function (Elementary)
4185,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),State tour
4186,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),Additional Classroom
4187,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),Child Friendly Toilets
4188,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),Interactive Panel for 162 Pre Primary Sections
4191,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (New)  (Classes VI -XII),Capacity enhancement (Dormitory)
4192,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Major Repair
4193,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Building Less Schools
4194,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Electrification
4195,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Building Less Schools
4196,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Dilapidated Building
4198,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Student Diary
4199,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Teacher Diary
4200,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Transport Voucher for Girls (XI & XII)
4201,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Prize Distribution -cum- Annual Function (Secondary)
4202,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),State tour
4204,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Quality Monitoring Tools
4205,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Teacher Appraisal Format
4206,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Annual grant for SIEMAT
4207,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),State Curriculum Framework (SCF)
4209,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Library program
4210,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),PM eVidya
4211,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Post NAS
4212,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Yoga Olympiad
4213,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),"Gyan Sankalp Portal Development, Maintenance by NIC"
4214,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Alumni Meet and Potential Donor Meet at Secondary and Sr. Secondary Schools
4215,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),District Level Bhamashah Samman and Donor Meet
4216,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),State Level Bhamashah Samman and Donor Meet
4217,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Skill Exhibition cum Competition @ school/ District /State Level
4218,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Orientation of District officials & HM (of new schools) 2 days workshop at State level
4219,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Internship for class 12th students of 7 cluster districts
4220,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Agriculture Kit
4221,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Training of Librarian
4222,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Training of Lab Assistant
4223,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Adolescent Programme for Girls Students
4225,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Curiosity Programme
4226,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Self esteem and body confidence life skill initatives
4227,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring) (Previous Year) (Classes IX - XII),"1 Support Staff - (Accountant / Assistant, Peon, Chowkidar)"
4228,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (Previous Year) (Classes VI -VIII),Major Repair
4229,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Major Repair
4230,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Open Gym/Sports Equipment
4231,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - III (NR) (Previous Year) (Classes VI -XII),Folk Music Instrument and School Band
4233,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Strengthening of School Games
4235,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Academic Resource Person for career counselling
4236,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Child Cabinet
4239,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Student Exchange Programme
4240,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),District Academic Improvement Plan
4242,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Mental Health Awareness Programme
4243,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Climate Smart Generation
4244,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Winter Coaching class for X and XII
4245,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Student Exchange Programme (Sec)
4246,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Organic Farming(Sec)
4247,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),ICT Labs for Resource Room under IE
4248,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Yoga Olympiad
4252,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - State Level,Installation of CCTV
4253,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Water Purifier
4256,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Water Purifier
4257,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Solar Panel
4258,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Bio- Toilet (Boys)
4259,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Bio-Toilet (Girls)
4260,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Career Guidance / Councelling
4261,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Yoga Olympiad
4262,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Organic Farming
4263,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Little Tinker Programme
4264,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Warm Clothes for Students
4265,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Yoga Olympiad
4266,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Water Puriifier
4267,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Solar Panel
4268,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Kitchen Shed
4269,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Bio-Toilets (Boys)
4270,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Bio-Toilets (Girls)
4271,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Beti Bachao Beti Padaho
4272,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Awareness Programme under Equity
